product_id,text
9981734241,9981734241
9981736333,9981736333
9981736392,9981736392
9981737240,9981737240
9981737593,9981737593
9981737771,9981737771
9981738530,9981738530
9981738751,9981738751
9981739367,9981739367
9981739588,9981739588
9981739634,9981739634
9981739677,9981739677
9981739723,9981739723
9982120050,9982120050
9982120492,9982120492
9982120808,9982120808
9982121332,9982121332
9982121855,9982121855
9982122339,9982122339
9982128477,9982128477
9983026120,9983026120
9983028301,9983028301
998302831X,998302831X
9983030985,9983030985
9983031043,9983031043
9983031051,9983031051
9983031515,9983031515
9983036665,9983036665
9983037327,9983037327
998303736X,998303736X
9983037394,9983037394
9983037734,9983037734
9983039745,9983039745
9983039907,9983039907
9983722003,9983722003
9983722011,9983722011
9983722607,9983722607
9983722615,9983722615
9983729350,9983729350
9983729768,9983729768
9983740656,9983740656
9983740745,9983740745
998374094X,998374094X
9983741288,9983741288
998374130X,998374130X
9983741407,9983741407
9983743655,9983743655
9983743957,9983743957
9983749874,9983749874
9983750341,9983750341
9983756986,9983756986
9983757303,9983757303
9983761793,9983761793
9983761890,9983761890
9983761920,9983761920
9983762285,9983762285
998376234X,998376234X
9983763974,9983763974
9983763990,9983763990
9983764105,9983764105
9983764253,9983764253
9983764644,9983764644
9983764989,9983764989
9983765012,9983765012
9983781778,9983781778
9983782030,9983782030
9983795205,9983795205
9983795868,9983795868
9983795949,9983795949
998379599X,998379599X
998379683X,998379683X
9983805383,9983805383
9983814129,9983814129
998383054X,998383054X
9983830884,9983830884
9983833085,9983833085
9983853027,9983853027
9983853035,9983853035
9983877880,9983877880
9983884313,9983884313
9983886030,9983886030
9983890372,9983890372
9983891204,9983891204
9983891212,9983891212
9983891719,9983891719
9983892081,9983892081
9983892162,9983892162
9983892537,9983892537
9983893142,9983893142
9983900637,9983900637
9983901269,9983901269
9983901927,9983901927
9983902842,9983902842
9983906554,9983906554
9983906570,9983906570
9983907089,9983907089
9983908743,9983908743
9984910334,9984910334
9984910482,9984910482
998491092X,998491092X
9984912140,9984912140
9984913570,9984913570
9984913686,9984913686
9984915441,9984915441
9984915565,9984915565
9984919269,9984919269
9984922626,9984922626
9984923061,9984923061
9984923363,9984923363
9984923371,9984923371
9984923894,9984923894
9984924114,9984924114
9984924378,9984924378
9984924394,9984924394
9984924769,9984924769
9984931854,9984931854
9984938719,9984938719
9984938921,9984938921
9984942449,9984942449
9984942791,9984942791
998494378X,998494378X
9984948439,9984948439
9984948552,9984948552
9984949974,9984949974
998495224X,998495224X
998495241X,998495241X
9984953157,9984953157
9984954048,9984954048
9984970590,9984970590
9984970647,9984970647
998497068X,998497068X
998497071X,998497071X
9984971805,9984971805
9984972496,9984972496
9984976564,9984976564
9984976602,9984976602
9984976734,9984976734
9984976866,9984976866
9984977234,9984977234
9984977595,9984977595
9984977730,9984977730
9984977803,9984977803
9984977986,9984977986
9984978249,9984978249
9984978265,9984978265
9984978370,9984978370
9984978559,9984978559
9984978729,9984978729
9984978826,9984978826
9984982157,9984982157
9984983110,9984983110
9984983293,9984983293
9984983404,9984983404
9984983501,9984983501
9984984354,9984984354
9984984362,9984984362
9984984710,9984984710
9984984745,9984984745
998498480X,998498480X
9984987736,9984987736
998498785X,998498785X
9984987876,9984987876
9984987981,9984987981
998498799X,998498799X
9984988074,9984988074
9984988147,9984988147
9984988228,9984988228
9984988236,9984988236
9984988279,9984988279
9984988309,9984988309
9984988414,9984988414
9984988449,9984988449
998498849X,998498849X
9984988538,9984988538
9984988554,9984988554
9984988627,9984988627
9984988910,9984988910
9984988929,9984988929
998498897X,998498897X
9984989801,9984989801
998499077X,998499077X
9984993035,9984993035
998499659X,998499659X
9984996786,9984996786
9985010698,9985010698
998501085X,998501085X
9985011589,9985011589
9985012054,9985012054
9985012429,9985012429
9985017579,9985017579
9985017706,9985017706
9985018036,9985018036
9985019261,9985019261
9985019601,9985019601
9985020154,9985020154
9985020170,9985020170
9985022297,9985022297
9985022424,9985022424
9985022807,9985022807
9985024796,9985024796
9985024818,9985024818
9985027914,9985027914
9985028120,9985028120
9985031911,9985031911
9985035518,9985035518
9985035798,9985035798
9985037529,9985037529
9985039904,9985039904
9985041658,9985041658
9985041941,9985041941
998504195X,998504195X
9985042050,9985042050
9985042816,9985042816
9985044665,9985044665
9985045270,9985045270
998504780X,998504780X
9985048210,9985048210
9985502248,9985502248
9985502809,9985502809
9985502825,9985502825
9985507797,9985507797
9985507851,9985507851
9985507924,9985507924
9985511077,9985511077
9985511298,9985511298
998551131X,998551131X
9985511425,9985511425
9985511433,9985511433
9985511468,9985511468
9985511476,9985511476
9985511484,9985511484
9985511506,9985511506
9985511549,9985511549
9985511603,9985511603
9985511824,9985511824
9985511972,9985511972
9985512820,9985512820
9985512995,9985512995
9985513169,9985513169
9985513177,9985513177
998551615X,998551615X
9985519256,9985519256
9985519507,9985519507
9985521870,9985521870
9985522516,9985522516
9985525264,9985525264
9985525698,9985525698
9985526155,9985526155
9985527046,9985527046
9985527968,9985527968
9985529243,9985529243
9985529251,9985529251
998552957X,998552957X
9985529650,9985529650
9985529847,9985529847
9985536460,9985536460
9985537173,9985537173
998553719X,998553719X
9985537211,9985537211
9985537467,9985537467
9985537491,9985537491
9985537815,9985537815
998553879X,998553879X
9985540174,9985540174
9985540212,9985540212
9985540239,9985540239
9985540522,9985540522
9985540549,9985540549
9985541715,9985541715
998554174X,998554174X
9985542061,9985542061
9985542290,9985542290
9985542363,9985542363
9985542592,9985542592
9985542738,9985542738
9985543238,9985543238
9985543521,9985543521
9985543610,9985543610
9985543777,9985543777
9985544102,9985544102
9985544145,9985544145
9985544390,9985544390
9985544935,9985544935
9985551923,9985551923
9985553993,9985553993
9985556305,9985556305
9985556402,9985556402
9985558065,9985558065
9985559479,9985559479
9985562410,9985562410
9985563999,9985563999
9985568524,9985568524
9985573110,9985573110
9985573560,9985573560
998557379X,998557379X
9985573978,9985573978
9985574095,9985574095
9985574389,9985574389
998557558X,998557558X
9985580079,9985580079
9985580303,9985580303
9985580443,9985580443
9985580524,9985580524
9985580605,9985580605
9985580974,9985580974
9985581059,9985581059
9985581148,9985581148
9985581857,9985581857
9985582179,9985582179
998558225X,998558225X
9985582713,9985582713
9985584155,9985584155
9985596889,9985596889
9985598288,9985598288
998559939X,998559939X
998559987X,998559987X
9985600266,9985600266
9985600363,9985600363
9985602560,9985602560
9985603877,9985603877
9985605810,9985605810
9985606094,9985606094
9985606183,9985606183
9985606256,9985606256
9985607600,9985607600
9985609034,9985609034
9985610016,9985610016
9985614151,9985614151
9985614682,9985614682
9985614690,9985614690
9985615220,9985615220
9985615255,9985615255
9985616006,9985616006
9985616324,9985616324
9985616669,9985616669
9985617827,9985617827
9985622456,9985622456
9985622650,9985622650
9985622812,9985622812
9985628705,9985628705
9985629515,9985629515
9985629779,9985629779
9985630734,9985630734
9985631021,9985631021
9985631706,9985631706
9985631722,9985631722
9985632354,9985632354
9985632419,9985632419
9985632931,9985632931
9985634551,9985634551
9985634780,9985634780
9985635493,9985635493
9985635930,9985635930
9985636058,9985636058
9985636104,9985636104
9985636112,9985636112
9985637046,9985637046
9985637100,9985637100
9985644069,9985644069
9985648471,9985648471
9985654056,9985654056
9985665899,9985665899
998566891X,998566891X
998566941X,998566941X
998566969X,998566969X
9985669819,9985669819
9985669886,9985669886
9985671678,9985671678
998567197X,998567197X
9985672887,9985672887
9985672917,9985672917
9985673379,9985673379
9985673581,9985673581
9985673719,9985673719
9985674170,9985674170
9985674316,9985674316
9985674766,9985674766
998568009X,998568009X
9985680138,9985680138
9985681622,9985681622
9985681738,9985681738
9985682270,9985682270
9985686381,9985686381
9985686764,9985686764
9985686810,9985686810
9985690141,9985690141
9985690311,9985690311
9985691326,9985691326
9985692616,9985692616
9985692837,9985692837
9985694996,9985694996
9985695267,9985695267
9985695291,9985695291
998569631X,998569631X
9985696999,9985696999
9985697316,9985697316
9985698088,9985698088
9985698134,9985698134
998569824X,998569824X
9985698274,9985698274
9985699173,9985699173
9985699211,9985699211
998569922X,998569922X
9985699467,9985699467
9985699696,9985699696
998570729X,998570729X
9985707435,9985707435
9985722795,9985722795
9985722817,9985722817
998572500X,998572500X
9985725328,9985725328
9985726391,9985726391
9985726731,9985726731
998572755X,998572755X
9985727665,9985727665
9985727800,9985727800
9985727827,9985727827
9985728513,9985728513
9985728939,9985728939
9985731603,9985731603
9985734459,9985734459
9985735641,9985735641
9985736265,9985736265
9985736605,9985736605
9985736621,9985736621
9985736990,9985736990
9985737830,9985737830
998573789X,998573789X
9985742427,9985742427
9985743830,9985743830
9985744330,9985744330
9985744926,9985744926
9985745442,9985745442
9985747771,9985747771
9985771818,9985771818
9985776623,9985776623
9985789768,9985789768
9985791452,9985791452
9985791460,9985791460
9985798236,9985798236
9985798279,9985798279
9985798694,9985798694
9985799003,9985799003
9985799399,9985799399
9985799550,9985799550
9985799666,9985799666
9985975413,9985975413
998836007X,998836007X
9989353425,9989353425
9989355436,9989355436
9989356572,9989356572
9989358621,9989358621
9989360391,9989360391
9989360642,9989360642
9989361924,9989361924
9989362033,9989362033
998936219X,998936219X
9989362262,9989362262
9989362378,9989362378
998936298X,998936298X
9989363234,9989363234
9989376433,9989376433
9989379734,9989379734
9989379831,9989379831
998940223X,998940223X
9989402515,9989402515
9989402574,9989402574
998940285X,998940285X
9989403082,9989403082
998940660X,998940660X
9989407851,9989407851
9989408033,9989408033
9989408157,9989408157
998940819X,998940819X
998940853X,998940853X
9989408602,9989408602
998940870X,998940870X
9989436185,9989436185
9989442037,9989442037
9989445257,9989445257
9989445842,9989445842
9989449937,9989449937
9989460035,9989460035
9989460795,9989460795
9989461198,9989461198
9989463433,9989463433
9989463492,9989463492
9989467145,9989467145
9989469350,9989469350
9989475695,9989475695
9989479682,9989479682
9989482160,9989482160
9989482195,9989482195
9989485623,9989485623
9989485992,9989485992
9989486247,9989486247
9989486670,9989486670
9989487081,9989487081
9989487448,9989487448
9989489513,9989489513
9989494274,9989494274
9989494282,9989494282
9989494304,9989494304
9989494614,9989494614
9989494991,9989494991
9989495386,9989495386
9989495408,9989495408
9989495416,9989495416
9989495475,9989495475
9989498415,9989498415
9989498423,9989498423
9989498776,9989498776
9989499128,9989499128
9989499608,9989499608
9989506329,9989506329
9989506353,9989506353
998951089X,998951089X
9989511314,9989511314
9989511748,9989511748
9989511764,9989511764
9989512477,9989512477
9989513821,9989513821
9989515042,9989515042
9989516103,9989516103
9989516316,9989516316
9989518343,9989518343
9989525498,9989525498
9989536554,9989536554
9989572399,9989572399
9989580871,9989580871
9989586888,9989586888
9989597952,9989597952
9989892571,9989892571
9990950164,9990950164
9990950296,9990950296
9990950369,9990950369
999095061X,999095061X
9990950636,9990950636
9990950830,9990950830
9990974845,9990974845
9991330038,9991330038
9991535896,9991535896
9991546634,9991546634
9991549358,9991549358
B000000O1Y,B000000O1Y
B000000O1Z,B000000O1Z
B000000O26,B000000O26
B000000O2A,B000000O2A
B000000O2F,B000000O2F
B000000O2H,B000000O2H
B000000O2I,B000000O2I
B000000O2J,B000000O2J
B000000O2M,B000000O2M
B000000O2W,B000000O2W
B000000O3J,B000000O3J
B000000O3L,B000000O3L
B000000O3P,B000000O3P
B000000O3Z,B000000O3Z
B000000O44,B000000O44
B000000O48,B000000O48
B000000X4X,B000000X4X
B000001OKG,B000001OKG
B000001OKH,B000001OKH
B000001OKK,B000001OKK
B000001OKN,B000001OKN
B000001OKY,B000001OKY
B000001OKZ,B000001OKZ
B000001OL2,B000001OL2
B000001OL3,B000001OL3
B000001OL6,B000001OL6
B000001OLA,B000001OLA
B000001OM3,B000001OM3
B000001OM4,B000001OM4
B000001OM5,B000001OM5
B000001OM8,B000001OM8
B000001OM9,B000001OM9
B000001OMA,B000001OMA
B000001OMF,B000001OMF
B000001OMI,B000001OMI
B000001OMJ,B000001OMJ
B000001OMN,B000001OMN
B000001OMQ,B000001OMQ
B000001OMR,B000001OMR
B000001OMS,B000001OMS
B000001OMT,B000001OMT
B000001OMV,B000001OMV
B000001OMW,B000001OMW
B000001OMZ,B000001OMZ
B000001ON0,B000001ON0
B000001ON2,B000001ON2
B000001ON5,B000001ON5
B000001ON6,B000001ON6
B00000392N,B00000392N
B00000392T,B00000392T
B000003TFT,B000003TFT
B000006OQ8,B000006OQ8
B00000DM93,B00000DM93
B00000DM96,B00000DM96
B00000DM9D,B00000DM9D
B00000DM9M,B00000DM9M
B00000DM9R,B00000DM9R
B00000DM9W,B00000DM9W
B00000DMA3,B00000DMA3
B00000DMA4,B00000DMA4
B00000G20K,B00000G20K
B00000G20L,B00000G20L
B00000GBX6,B00000GBX6
B00000I9HE,B00000I9HE
B00000I9HF,B00000I9HF
B00000IGBF,B00000IGBF
B00000IZVC,B00000IZVC
B00000IZZB,B00000IZZB
B00000IZZO,B00000IZZO
B00000J025,B00000J025
B00000J02A,B00000J02A
B00000J02B,B00000J02B
B00000J032,B00000J032
B00000J035,B00000J035
B00000J03B,B00000J03B
B00000J040,B00000J040
B00000J055,B00000J055
B00000J057,B00000J057
B00000J05A,B00000J05A
B00000J05C,B00000J05C
B00000J05U,B00000J05U
B00000J05W,B00000J05W
B00000J05X,B00000J05X
B00000J05Y,B00000J05Y
B00000J05Z,B00000J05Z
B00000J060,B00000J060
B00000J061,B00000J061
B00000J064,B00000J064
B00000J06D,B00000J06D
B00000J08C,B00000J08C
B00000J08Q,B00000J08Q
B00000J0A2,B00000J0A2
B00000J0AR,B00000J0AR
B00000J0B0,B00000J0B0
B00000J0BM,B00000J0BM
B00000J0CE,B00000J0CE
B00000J0D2,B00000J0D2
B00000J0D5,B00000J0D5
B00000J0D8,B00000J0D8
B00000J0E2,B00000J0E2
B00000J0E6,B00000J0E6
B00000J0E8,B00000J0E8
B00000J0E9,B00000J0E9
B00000J0EN,B00000J0EN
B00000J0FF,B00000J0FF
B00000J0GF,B00000J0GF
B00000J0GJ,B00000J0GJ
B00000J0IS,B00000J0IS
B00000J0IT,B00000J0IT
B00000J0IU,B00000J0IU
B00000J0IV,B00000J0IV
B00000J0IX,B00000J0IX
B00000J0J0,B00000J0J0
B00000J0J1,B00000J0J1
B00000J0KX,B00000J0KX
B00000J0MF,B00000J0MF
B00000J0MS,B00000J0MS
B00000J0ND,B00000J0ND
B00000J0QI,B00000J0QI
B00000J0U2,B00000J0U2
B00000J0UE,B00000J0UE
B00000J0UP,B00000J0UP
B00000J1AG,B00000J1AG
B00000J1DN,B00000J1DN
B00000J1DT,B00000J1DT
B00000J1E6,B00000J1E6
B00000J1EC,B00000J1EC
B00000J1EJ,B00000J1EJ
B00000J1EP,B00000J1EP
B00000J1EQ,B00000J1EQ
B00000J1ES,B00000J1ES
B00000J1EZ,B00000J1EZ
B00000J1F3,B00000J1F3
B00000J1FS,B00000J1FS
B00000J1FU,B00000J1FU
B00000J1FV,B00000J1FV
B00000J1G2,B00000J1G2
B00000J1G3,B00000J1G3
B00000J1G4,B00000J1G4
B00000J1G6,B00000J1G6
B00000J1GA,B00000J1GA
B00000J1GD,B00000J1GD
B00000J1GN,B00000J1GN
B00000J1P1,B00000J1P1
B00000J1P2,B00000J1P2
B00000J1P3,B00000J1P3
B00000J1PB,B00000J1PB
B00000J1PX,B00000J1PX
B00000J1PY,B00000J1PY
B00000J1Q2,B00000J1Q2
B00000J1Q3,B00000J1Q3
